Date,Country,Region,Total_Tickets,P1_Tickets,P2_Tickets,Open_Tickets,Closed_Tickets,Response_SLA_Breaches,Resolution_SLA_Breaches,Avg_Response_Time_Hrs,Avg_Resolution_Time_Hrs
2022-12-14,Germany,EU,20,2,6,10,10,7,8,6.9,52.0
2022-12-14,India,APAC,22,2,8,13,9,9,8,5.95,51.0
2022-12-14,Singapore,APAC,15,2,2,7,8,3,8,4.13,79.33
2022-12-14,UK,EU,9,2,1,5,4,2,3,4.78,77.0
2022-12-15,Australia,APAC,19,0,2,13,6,1,5,4.63,69.33
2022-12-15,Germany,EU,22,4,3,14,8,7,4,5.36,35.75
2022-12-15,India,APAC,28,2,4,19,9,12,8,5.57,62.18
2022-12-15,Singapore,APAC,25,2,5,15,10,7,10,5.32,65.0
2022-12-15,UK,EU,7,0,4,5,2,4,2,6.71,44.5
2022-12-16,Australia,APAC,15,2,3,12,3,5,4,4.27,88.75
2022-12-16,Germany,EU,29,1,10,21,8,8,9,3.86,83.0
2022-12-16,India,APAC,37,3,9,16,21,11,21,6.22,84.88
2022-12-16,Singapore,APAC,16,0,3,10,6,4,5,4.38,54.25
2022-12-16,UK,EU,10,0,1,5,5,3,4,7.0,43.4
2022-12-17,Australia,APAC,18,1,5,12,6,6,6,5.78,79.86
2022-12-17,Germany,EU,17,0,1,8,9,3,11,4.53,65.5
2022-12-17,India,APAC,31,3,6,17,14,11,12,6.06,58.81
2022-12-17,Singapore,APAC,18,0,3,11,7,6,5,5.72,54.38
2022-12-17,UK,EU,14,3,2,6,8,6,6,6.07,60.75
2022-12-18,Australia,APAC,18,0,5,12,6,5,3,5.06,53.17
2022-12-18,Germany,EU,19,0,7,11,8,4,9,4.58,66.73
2022-12-18,India,APAC,32,2,9,14,18,10,19,5.59,56.17
2022-12-18,Singapore,APAC,22,2,7,16,6,8,5,6.09,53.0
2022-12-18,UK,EU,6,0,1,3,3,1,4,3.83,47.75
2022-12-19,Australia,APAC,17,4,2,13,4,5,3,4.82,51.25
2022-12-19,Germany,EU,27,2,5,15,12,4,9,4.74,61.46
2022-12-19,India,APAC,33,1,4,19,14,12,11,6.03,54.53
2022-12-19,Singapore,APAC,18,1,5,10,8,6,7,4.94,64.1
2022-12-19,UK,EU,8,0,1,4,4,1,3,5.88,52.5
2022-12-20,Australia,APAC,19,4,0,12,7,4,6,5.16,56.22
2022-12-20,Germany,EU,16,2,5,5,11,8,11,5.19,66.25
2022-12-20,India,APAC,21,1,8,9,12,8,9,4.9,44.43
2022-12-20,Singapore,APAC,20,1,3,14,6,5,5,4.6,44.12
2022-12-20,UK,EU,13,1,4,7,6,4,6,5.54,70.33
2022-12-21,Australia,APAC,15,1,3,9,6,5,3,4.73,50.0
2022-12-21,Germany,EU,24,1,7,12,12,7,9,4.79,84.42
2022-12-21,India,APAC,26,3,3,18,8,9,7,5.77,63.22
2022-12-21,Singapore,APAC,17,0,4,9,8,6,7,6.24,72.38
2022-12-21,UK,EU,8,1,0,6,2,2,2,4.12,48.0
2022-12-22,Australia,APAC,14,0,4,7,7,4,5,5.71,53.43
2022-12-22,Germany,EU,20,2,6,12,8,8,8,5.55,59.0
2022-12-22,India,APAC,25,0,8,15,10,5,8,5.0,73.27
2022-12-22,Singapore,APAC,11,0,0,4,7,3,4,7.36,57.0
2022-12-22,UK,EU,2,0,0,1,1,0,0,4.0,9.0
2022-12-23,Australia,APAC,14,1,4,8,6,3,5,4.14,76.86
2022-12-23,Germany,EU,25,1,9,16,9,8,7,5.2,58.8
2022-12-23,India,APAC,31,3,10,16,15,9,15,5.26,84.65
2022-12-23,Singapore,APAC,18,0,4,10,8,6,7,6.44,67.25
2022-12-23,UK,EU,10,2,1,3,7,4,6,6.8,69.86
2022-12-24,Australia,APAC,14,1,2,8,6,4,7,4.79,62.88
2022-12-24,Germany,EU,17,2,5,11,6,9,6,5.47,69.83
2022-12-24,India,APAC,30,1,5,20,10,14,11,6.57,67.15
2022-12-24,Singapore,APAC,15,1,4,10,5,3,6,5.33,66.0
2022-12-24,UK,EU,6,0,3,3,3,1,3,4.83,56.75
2022-12-25,Australia,APAC,15,0,4,11,4,4,3,4.73,68.0
2022-12-25,Germany,EU,18,1,5,11,7,7,5,5.78,54.14
2022-12-25,India,APAC,18,0,4,8,10,5,5,6.0,54.6
2022-12-25,Singapore,APAC,8,1,2,5,3,3,3,4.62,76.0
2022-12-25,UK,EU,9,3,4,8,1,6,2,5.22,57.5
2022-12-26,Australia,APAC,11,1,3,9,2,3,2,5.64,81.33
2022-12-26,Germany,EU,18,3,2,12,6,7,3,6.83,34.83
2022-12-26,India,APAC,24,1,7,13,11,6,8,5.71,50.18
2022-12-26,Singapore,APAC,23,2,4,11,12,5,8,5.09,48.0
2022-12-26,UK,EU,11,1,2,6,5,2,4,6.36,65.4
2022-12-27,Australia,APAC,23,3,3,13,10,9,8,6.13,63.82
2022-12-27,Germany,EU,14,1,4,8,6,6,3,6.36,45.86
2022-12-27,India,APAC,31,4,3,21,10,11,11,5.45,66.15
2022-12-27,Singapore,APAC,15,2,2,9,6,3,3,5.8,58.33
2022-12-27,UK,EU,7,1,1,5,2,1,1,4.71,33.0
2022-12-28,Australia,APAC,17,1,3,5,12,4,9,4.65,53.42
2022-12-28,Germany,EU,21,0,6,14,7,6,7,5.48,57.33
2022-12-28,India,APAC,25,8,2,15,10,11,7,5.52,55.27
2022-12-28,Singapore,APAC,20,0,3,10,10,5,7,5.6,53.42
2022-12-28,UK,EU,10,0,4,6,4,4,3,5.3,68.0
2022-12-29,Australia,APAC,13,0,1,6,7,2,6,6.15,53.38
2022-12-29,Germany,EU,13,0,3,5,8,4,7,5.46,43.38
2022-12-29,India,APAC,24,2,3,17,7,9,8,6.5,68.6
2022-12-29,Singapore,APAC,17,0,5,11,6,5,4,6.59,58.14
2022-12-29,UK,EU,5,1,1,1,4,3,1,7.2,34.5
2022-12-30,Australia,APAC,22,3,5,13,9,6,7,6.36,54.11
2022-12-30,Germany,EU,19,1,4,9,10,5,7,4.79,45.92
2022-12-30,India,APAC,36,3,6,25,11,9,8,5.06,52.0
2022-12-30,Singapore,APAC,21,0,8,11,10,4,10,4.14,85.9
2022-12-30,UK,EU,6,1,1,3,3,3,3,4.17,95.33
2022-12-31,Australia,APAC,14,0,6,7,7,4,4,5.21,43.14
2022-12-31,Germany,EU,25,2,2,16,9,7,7,4.96,55.8
2022-12-31,India,APAC,25,0,4,15,10,8,9,5.8,59.31
2022-12-31,Singapore,APAC,18,4,3,13,5,8,4,6.28,56.17
2022-12-31,UK,EU,8,0,2,4,4,2,3,5.12,48.4
2023-01-01,Australia,APAC,18,0,3,13,5,4,3,4.44,57.5
2023-01-01,Germany,EU,20,0,3,10,10,4,7,4.95,56.4
2023-01-01,India,APAC,39,3,8,23,16,12,14,4.85,64.26
2023-01-01,Singapore,APAC,26,0,4,18,8,8,8,6.73,53.55
2023-01-01,UK,EU,10,3,1,8,2,3,2,4.8,46.33
2023-01-02,Australia,APAC,17,0,5,11,6,3,4,5.41,39.5
2023-01-02,Germany,EU,14,2,5,11,3,4,3,4.64,57.5
2023-01-02,India,APAC,18,2,6,8,10,9,10,7.28,75.73
2023-01-02,Singapore,APAC,21,0,6,12,9,6,8,5.0,59.22
2023-01-02,UK,EU,6,0,2,4,2,1,2,5.17,47.33
2023-01-03,Australia,APAC,22,2,3,11,11,7,8,5.86,82.09
2023-01-03,Germany,EU,24,2,5,14,10,5,8,5.54,60.09
2023-01-03,India,APAC,27,1,10,19,8,13,7,6.78,56.1
2023-01-03,Singapore,APAC,17,0,6,9,8,6,7,5.12,62.88
2023-01-03,UK,EU,6,1,1,2,4,3,2,7.33,41.0
2023-01-04,Australia,APAC,16,1,4,13,3,5,2,5.31,30.5
2023-01-04,Germany,EU,20,5,3,9,11,8,10,4.85,63.23
2023-01-04,India,APAC,34,3,10,22,12,14,9,6.5,51.92
2023-01-04,Singapore,APAC,26,3,7,16,10,7,10,5.46,61.67
2023-01-04,UK,EU,3,1,1,1,2,2,2,7.0,84.0
2023-01-05,Australia,APAC,17,1,3,6,11,5,9,5.35,72.18
2023-01-05,Germany,EU,14,1,3,11,3,3,4,4.5,37.43
2023-01-05,India,APAC,24,1,2,16,8,6,5,4.83,57.75
2023-01-05,Singapore,APAC,22,3,2,13,9,5,9,5.09,78.89
2023-01-05,UK,EU,7,2,1,3,4,2,2,5.0,56.75
2023-01-06,Australia,APAC,16,0,3,10,6,2,5,4.81,63.5
2023-01-06,Germany,EU,15,0,2,10,5,2,3,5.93,39.67
2023-01-06,India,APAC,15,1,4,9,6,4,6,4.53,62.5
2023-01-06,Singapore,APAC,25,2,4,15,10,7,6,5.52,66.8
2023-01-06,UK,EU,4,1,0,3,1,0,1,5.75,107.0
2023-01-07,Australia,APAC,14,3,1,11,3,5,3,5.57,77.25
2023-01-07,Germany,EU,17,2,3,14,3,1,2,4.41,60.25
2023-01-07,India,APAC,24,1,5,16,8,7,5,5.54,69.88
2023-01-07,Singapore,APAC,17,1,1,10,7,6,7,5.88,81.75
2023-01-07,UK,EU,9,0,2,6,3,2,1,6.11,35.67
2023-01-08,Australia,APAC,12,0,4,8,4,4,5,4.5,68.2
2023-01-08,Germany,EU,11,0,2,4,7,3,6,4.55,68.71
2023-01-08,India,APAC,33,3,7,25,8,12,9,6.58,81.5
2023-01-08,Singapore,APAC,18,2,4,9,9,7,9,4.83,77.2
2023-01-08,UK,EU,7,0,2,2,5,3,5,6.0,90.2
2023-01-09,Australia,APAC,18,1,4,13,5,7,4,6.06,60.4
2023-01-09,Germany,EU,20,2,3,11,9,7,7,6.75,51.18
2023-01-09,India,APAC,24,3,1,11,13,7,11,6.0,69.0
2023-01-09,Singapore,APAC,15,2,6,9,6,11,6,8.33,55.0
2023-01-09,UK,EU,7,0,3,4,3,3,2,5.14,41.33
2023-01-10,Australia,APAC,17,2,2,12,5,6,6,5.0,48.0
2023-01-10,Germany,EU,22,3,3,10,12,8,12,5.77,66.67
2023-01-10,India,APAC,35,1,7,23,12,10,12,5.8,54.4
2023-01-10,Singapore,APAC,20,5,1,12,8,9,8,5.4,69.78
2023-01-10,UK,EU,5,0,1,2,3,3,3,7.8,66.25
2023-01-11,Australia,APAC,11,0,3,7,4,4,3,7.64,29.75
2023-01-11,Germany,EU,20,3,2,13,7,7,6,5.65,56.12
2023-01-11,India,APAC,34,4,8,17,17,12,11,4.74,44.74
2023-01-11,Singapore,APAC,19,1,3,10,9,4,7,5.11,75.8
2023-01-11,UK,EU,8,0,1,5,3,0,2,4.75,70.67
2023-01-12,Australia,APAC,16,0,3,9,7,4,4,6.0,61.86
2023-01-12,Germany,EU,13,2,3,8,5,3,5,3.54,63.86
2023-01-12,India,APAC,43,4,11,26,17,14,20,5.44,77.05
2023-01-12,Singapore,APAC,15,1,3,9,6,2,4,5.07,62.33
2023-01-12,UK,EU,7,0,2,6,1,3,0,6.29,24.0
2023-01-13,Australia,APAC,19,0,1,10,9,3,9,5.74,72.92
2023-01-13,Germany,EU,14,0,4,12,2,6,2,6.86,59.5
2023-01-13,India,APAC,24,2,5,19,5,9,4,5.33,55.6
2023-01-13,Singapore,APAC,28,3,7,20,8,11,7,5.54,54.89
2023-01-13,UK,EU,10,2,2,7,3,3,3,6.4,57.0
2023-01-14,Australia,APAC,14,3,4,8,6,8,6,6.43,57.14
2023-01-14,Germany,EU,20,1,4,11,9,7,8,5.55,67.11
2023-01-14,India,APAC,23,0,3,9,14,3,9,5.22,57.31
2023-01-14,Singapore,APAC,17,2,1,14,3,2,4,4.0,57.83
2023-01-14,UK,EU,10,1,3,7,3,4,4,6.8,92.75
2023-01-15,Australia,APAC,18,1,3,7,11,5,10,5.78,86.75
2023-01-15,Germany,EU,19,2,3,9,10,4,9,4.63,67.08
2023-01-15,India,APAC,34,2,9,21,13,9,11,5.38,57.8
2023-01-15,Singapore,APAC,14,0,7,10,4,7,5,5.43,76.0
2023-01-15,UK,EU,12,0,0,8,4,4,3,5.75,41.8
2023-01-16,Australia,APAC,13,0,3,7,6,4,4,5.08,68.17
2023-01-16,Germany,EU,20,2,5,12,8,8,6,4.9,65.12
2023-01-16,India,APAC,28,1,5,19,9,8,7,5.82,64.55
2023-01-16,Singapore,APAC,9,0,2,3,6,3,4,4.89,37.33
2023-01-16,UK,EU,6,0,3,4,2,1,2,4.0,72.5
2023-01-17,Australia,APAC,17,1,4,11,6,5,5,6.12,67.57
2023-01-17,Germany,EU,12,1,2,4,8,3,4,5.25,46.12
2023-01-17,India,APAC,29,1,10,16,13,11,12,6.17,55.56
2023-01-17,Singapore,APAC,22,2,5,17,5,8,5,5.55,43.86
2023-01-17,UK,EU,10,0,3,3,7,3,3,5.2,49.86
2023-01-18,Australia,APAC,16,3,4,10,6,7,5,5.69,64.14
2023-01-18,Germany,EU,27,5,8,15,12,12,12,6.11,63.06
2023-01-18,India,APAC,20,1,7,12,8,7,6,5.35,59.0
2023-01-18,Singapore,APAC,21,2,3,15,6,6,5,5.1,70.43
2023-01-18,UK,EU,3,0,1,2,1,1,0,6.33,8.0
2023-01-19,Australia,APAC,13,1,2,11,2,5,3,6.23,66.67
2023-01-19,Germany,EU,18,4,7,10,8,11,7,5.72,58.88
2023-01-19,India,APAC,21,4,4,16,5,8,4,5.43,79.6
2023-01-19,Singapore,APAC,19,2,4,14,5,6,4,6.21,40.0
2023-01-19,UK,EU,13,0,0,8,5,1,4,5.08,65.2
2023-01-20,Australia,APAC,18,1,4,8,10,2,8,4.56,70.36
2023-01-20,Germany,EU,29,2,7,15,14,12,12,6.14,62.43
2023-01-20,India,APAC,27,0,8,18,9,5,6,5.81,51.4
2023-01-20,Singapore,APAC,22,1,4,15,7,2,5,4.41,64.0
2023-01-20,UK,EU,8,0,5,5,3,3,3,5.88,56.0
2023-01-21,Australia,APAC,23,3,4,11,12,6,12,4.74,51.47
2023-01-21,Germany,EU,21,2,3,12,9,6,6,6.43,56.0
2023-01-21,India,APAC,28,7,7,14,14,15,14,5.64,82.14
2023-01-21,Singapore,APAC,19,2,1,13,6,2,4,5.95,79.83
2023-01-21,UK,EU,7,0,2,6,1,1,2,4.29,36.0
2023-01-22,Australia,APAC,14,1,3,9,5,5,6,6.64,62.14
2023-01-22,Germany,EU,21,3,4,15,6,8,6,6.14,68.71
2023-01-22,India,APAC,29,1,5,15,14,5,15,4.41,68.78
2023-01-22,Singapore,APAC,14,3,1,7,7,4,7,5.57,71.62
2023-01-22,UK,EU,8,0,2,5,3,3,2,6.75,79.0
2023-01-23,Australia,APAC,14,1,6,8,6,6,7,5.86,81.43
2023-01-23,Germany,EU,19,2,6,10,9,7,8,5.53,66.22
2023-01-23,India,APAC,25,1,5,15,10,9,6,6.04,65.5
2023-01-23,Singapore,APAC,18,1,4,9,9,9,7,6.94,69.22
2023-01-23,UK,EU,9,1,2,0,9,5,6,6.44,53.44
2023-01-24,Australia,APAC,14,0,2,6,8,5,8,5.64,74.78
2023-01-24,Germany,EU,19,2,2,13,6,3,5,4.26,62.57
2023-01-24,India,APAC,17,3,1,11,6,4,6,6.53,48.12
2023-01-24,Singapore,APAC,18,2,3,12,6,2,4,4.78,42.29
2023-01-24,UK,EU,5,1,1,5,0,2,0,7.4,
2023-01-25,Australia,APAC,17,2,1,8,9,5,7,5.65,51.11
2023-01-25,Germany,EU,17,2,3,12,5,6,4,4.53,48.83
2023-01-25,India,APAC,27,3,7,18,9,13,7,5.19,61.8
2023-01-25,Singapore,APAC,23,3,6,17,6,6,6,5.35,71.0
2023-01-25,UK,EU,8,0,2,4,4,3,3,6.5,65.0
2023-01-26,Australia,APAC,15,1,5,5,10,6,6,6.4,59.7
2023-01-26,Germany,EU,22,1,2,9,13,7,10,6.0,57.54
2023-01-26,India,APAC,27,1,8,17,10,10,7,6.26,42.31
2023-01-26,Singapore,APAC,18,2,7,6,12,8,8,5.89,41.5
2023-01-26,UK,EU,7,0,1,5,2,2,2,6.57,91.5
2023-01-27,Australia,APAC,27,2,11,17,10,8,11,6.07,63.82
2023-01-27,Germany,EU,20,2,5,10,10,12,8,6.3,59.09
2023-01-27,India,APAC,40,2,5,28,12,6,6,5.15,62.69
2023-01-27,Singapore,APAC,22,0,7,7,15,8,9,5.64,49.93
2023-01-27,UK,EU,6,0,1,4,2,0,1,3.5,57.5
2023-01-28,Australia,APAC,18,3,7,12,6,8,5,4.72,62.57
2023-01-28,Germany,EU,21,1,9,14,7,8,7,5.48,50.43
2023-01-28,India,APAC,25,1,10,13,12,9,9,5.8,70.0
2023-01-28,Singapore,APAC,19,0,4,11,8,5,7,4.47,66.88
2023-01-28,UK,EU,4,0,1,1,3,1,2,3.75,68.67
2023-01-29,Australia,APAC,23,1,6,14,9,9,7,5.83,68.89
2023-01-29,Germany,EU,21,2,7,16,5,6,6,5.05,59.57
2023-01-29,India,APAC,30,2,6,16,14,7,11,5.33,60.0
2023-01-29,Singapore,APAC,15,0,3,11,4,6,2,6.4,51.75
2023-01-29,UK,EU,5,1,3,3,2,2,2,4.8,56.5
2023-01-30,Australia,APAC,13,3,2,9,4,4,3,5.77,58.8
2023-01-30,Germany,EU,13,1,3,10,3,1,2,4.31,59.4
2023-01-30,India,APAC,27,3,6,18,9,10,5,5.48,36.56
2023-01-30,Singapore,APAC,19,0,6,12,7,4,6,5.05,47.44
2023-01-30,UK,EU,8,0,2,3,5,1,7,5.12,73.0
2023-01-31,Australia,APAC,25,3,4,18,7,7,7,4.92,49.1
2023-01-31,Germany,EU,23,1,4,11,12,6,11,5.43,72.36
2023-01-31,India,APAC,28,4,11,20,8,9,6,4.68,64.62
2023-01-31,Singapore,APAC,21,3,3,10,11,5,8,4.14,61.42
2023-01-31,UK,EU,10,1,4,8,2,4,3,4.7,74.0
2023-02-01,Australia,APAC,20,2,2,14,6,5,5,5.4,54.86
2023-02-01,Germany,EU,17,3,5,9,8,7,6,4.65,40.75
2023-02-01,India,APAC,16,3,3,9,7,5,6,4.56,50.25
2023-02-01,Singapore,APAC,14,1,5,6,8,7,6,6.86,64.38
2023-02-01,UK,EU,6,1,2,4,2,2,3,4.67,70.0
2023-02-02,Australia,APAC,10,2,1,5,5,4,3,6.7,46.4
2023-02-02,Germany,EU,10,2,3,8,2,4,2,4.4,55.33
2023-02-02,India,APAC,27,3,3,13,14,5,10,4.07,75.64
2023-02-02,Singapore,APAC,13,0,1,10,3,2,3,6.15,92.33
2023-02-02,UK,EU,10,0,4,6,4,3,4,6.9,54.75
2023-02-03,Australia,APAC,21,0,4,10,11,5,7,5.48,49.09
2023-02-03,Germany,EU,15,2,3,8,7,6,5,5.67,67.0
2023-02-03,India,APAC,23,1,6,16,7,6,5,5.0,56.5
2023-02-03,Singapore,APAC,10,0,3,6,4,3,4,5.4,55.67
2023-02-03,UK,EU,8,1,2,3,5,2,2,3.75,50.6
2023-02-04,Australia,APAC,15,1,2,10,5,5,2,6.27,60.0
2023-02-04,Germany,EU,34,2,7,23,11,7,7,5.03,51.58
2023-02-04,India,APAC,27,3,5,20,7,12,7,6.11,92.0
2023-02-04,Singapore,APAC,16,0,3,7,9,2,7,4.31,74.11
2023-02-04,UK,EU,8,1,2,3,5,4,3,4.75,50.8
2023-02-05,Australia,APAC,14,0,5,11,3,3,2,4.79,43.75
2023-02-05,Germany,EU,21,3,4,15,6,8,5,5.52,45.0
2023-02-05,India,APAC,30,5,5,18,12,7,10,5.33,55.14
2023-02-05,Singapore,APAC,22,0,4,16,6,5,8,4.18,66.5
2023-02-05,UK,EU,7,1,0,3,4,3,4,6.0,60.4
2023-02-06,Australia,APAC,12,1,4,6,6,6,5,5.92,63.17
2023-02-06,Germany,EU,27,2,4,20,7,8,6,5.26,42.67
2023-02-06,India,APAC,30,3,4,25,5,7,4,5.63,53.29
2023-02-06,Singapore,APAC,30,3,8,16,14,10,15,5.2,57.16
2023-02-06,UK,EU,6,1,1,4,2,2,2,4.17,116.0
2023-02-07,Australia,APAC,18,0,2,12,6,5,2,5.78,34.0
2023-02-07,Germany,EU,18,2,6,15,3,8,3,6.0,61.0
2023-02-07,India,APAC,30,3,5,20,10,11,9,5.3,69.67
2023-02-07,Singapore,APAC,14,0,1,9,5,0,4,2.79,50.0
2023-02-07,UK,EU,3,0,0,2,1,0,0,7.33,13.0
2023-02-08,Australia,APAC,17,1,1,10,7,5,6,5.29,54.12
2023-02-08,Germany,EU,29,1,11,20,9,10,8,5.59,58.67
2023-02-08,India,APAC,28,3,3,17,11,5,7,6.04,69.45
2023-02-08,Singapore,APAC,13,2,3,10,3,5,2,5.38,51.67
2023-02-08,UK,EU,6,0,2,2,4,1,3,6.17,95.25
2023-02-09,Australia,APAC,14,0,1,10,4,3,1,5.43,22.75
2023-02-09,Germany,EU,16,1,2,8,8,5,5,5.25,61.62
2023-02-09,India,APAC,32,2,12,15,17,12,16,6.03,59.22
2023-02-09,Singapore,APAC,21,1,5,11,10,6,9,5.67,63.7
2023-02-09,UK,EU,10,0,3,6,4,3,4,6.5,65.67
2023-02-10,Australia,APAC,19,1,6,10,9,8,5,6.42,60.89
2023-02-10,Germany,EU,16,0,6,7,9,4,6,4.62,63.22
2023-02-10,India,APAC,17,0,5,10,7,4,5,5.24,49.62
2023-02-10,Singapore,APAC,17,0,9,11,6,6,6,5.12,50.57
2023-02-10,UK,EU,9,1,3,5,4,3,4,4.0,71.25
2023-02-11,Australia,APAC,11,1,2,5,6,4,7,6.27,74.29
2023-02-11,Germany,EU,19,1,8,15,4,6,5,5.42,58.67
2023-02-11,India,APAC,27,2,9,16,11,10,6,5.44,52.0
2023-02-11,Singapore,APAC,12,3,4,9,3,5,4,4.83,74.0
2023-02-11,UK,EU,12,1,5,7,5,3,4,4.67,53.14
2023-02-12,Australia,APAC,18,2,4,13,5,5,3,5.61,51.83
2023-02-12,Germany,EU,20,1,7,13,7,9,7,6.3,66.14
2023-02-12,India,APAC,18,0,5,15,3,6,0,4.67,26.33
2023-02-12,Singapore,APAC,23,1,2,19,4,4,4,4.26,65.33
2023-02-12,UK,EU,5,1,0,3,2,2,3,8.8,97.0
2023-02-13,Australia,APAC,19,1,8,10,9,7,8,5.58,74.4
2023-02-13,Germany,EU,23,2,6,12,11,8,10,5.04,66.25
2023-02-13,India,APAC,19,2,3,16,3,6,3,4.95,80.5
2023-02-13,Singapore,APAC,16,2,3,15,1,3,2,3.88,35.75
2023-02-13,UK,EU,10,0,4,4,6,3,5,5.4,49.43
2023-02-14,Australia,APAC,14,1,2,9,5,5,5,6.64,62.5
2023-02-14,Germany,EU,26,1,9,14,12,8,13,5.31,53.0
2023-02-14,India,APAC,24,1,6,13,11,5,9,4.46,63.17
2023-02-14,Singapore,APAC,22,3,5,15,7,7,8,5.55,79.11
2023-02-14,UK,EU,9,2,3,7,2,3,0,6.0,33.5
2023-02-15,Australia,APAC,8,0,1,3,5,1,5,3.38,77.33
2023-02-15,Germany,EU,29,1,8,20,9,9,8,4.86,69.27
2023-02-15,India,APAC,35,3,6,22,13,12,13,5.34,60.64
2023-02-15,Singapore,APAC,16,3,4,12,4,7,4,5.75,78.75
2023-02-15,UK,EU,6,0,0,6,0,1,0,5.17,
2023-02-16,Australia,APAC,24,2,1,14,10,3,8,4.21,59.25
2023-02-16,Germany,EU,18,0,5,10,8,3,7,5.22,78.0
2023-02-16,India,APAC,26,4,2,15,11,8,5,5.35,47.45
2023-02-16,Singapore,APAC,18,2,1,11,7,5,4,5.44,67.29
2023-02-16,UK,EU,7,1,5,4,3,6,3,8.71,44.25
2023-02-17,Australia,APAC,15,0,4,10,5,2,5,4.47,67.5
2023-02-17,Germany,EU,23,3,4,17,6,6,6,5.61,59.75
2023-02-17,India,APAC,34,5,8,25,9,12,5,5.26,57.8
2023-02-17,Singapore,APAC,26,3,7,16,10,11,8,5.65,64.0
2023-02-17,UK,EU,5,0,2,3,2,1,2,5.8,54.0
2023-02-18,Australia,APAC,14,1,4,5,9,2,7,5.21,63.4
2023-02-18,Germany,EU,21,1,6,13,8,5,7,5.52,63.75
2023-02-18,India,APAC,26,4,1,14,12,9,10,6.5,54.93
2023-02-18,Singapore,APAC,13,0,2,9,4,1,2,5.46,51.8
2023-02-18,UK,EU,7,0,2,4,3,1,1,3.29,32.33
2023-02-19,Australia,APAC,16,2,0,9,7,2,5,5.19,43.6
2023-02-19,Germany,EU,22,0,3,17,5,4,3,5.64,64.67
2023-02-19,India,APAC,27,4,3,16,11,7,9,4.48,68.17
2023-02-19,Singapore,APAC,17,2,1,11,6,6,5,6.12,68.71
2023-02-19,UK,EU,10,1,5,8,2,6,2,7.6,105.0
2023-02-20,Australia,APAC,19,0,6,13,6,6,4,5.05,38.14
2023-02-20,Germany,EU,22,1,7,12,10,8,10,5.77,76.33
2023-02-20,India,APAC,19,1,4,13,6,5,6,5.47,69.62
2023-02-20,Singapore,APAC,18,1,4,9,9,5,6,5.5,58.1
2023-02-20,UK,EU,7,0,2,6,1,3,2,6.29,91.5
2023-02-21,Australia,APAC,14,1,3,8,6,5,2,4.5,26.86
2023-02-21,Germany,EU,19,2,2,14,5,10,3,6.05,68.0
2023-02-21,India,APAC,21,2,7,14,7,10,7,6.86,61.33
2023-02-21,Singapore,APAC,27,3,5,16,11,9,8,6.63,59.69
2023-02-21,UK,EU,7,0,2,5,2,1,1,6.29,50.67
2023-02-22,Australia,APAC,21,1,7,11,10,6,10,4.67,71.1
2023-02-22,Germany,EU,21,3,5,13,8,7,7,5.71,62.5
2023-02-22,India,APAC,28,3,7,17,11,10,8,5.43,57.64
2023-02-22,Singapore,APAC,25,1,9,12,13,12,8,5.76,47.62
2023-02-22,UK,EU,11,2,0,7,4,3,3,3.55,62.0
2023-02-23,Australia,APAC,17,4,3,10,7,7,7,5.29,54.0
2023-02-23,Germany,EU,14,0,4,9,5,3,4,4.93,52.83
2023-02-23,India,APAC,30,2,9,17,13,10,12,5.87,57.27
2023-02-23,Singapore,APAC,21,1,2,9,12,3,8,5.57,53.75
2023-02-23,UK,EU,9,0,2,4,5,1,5,2.89,78.6
2023-02-24,Australia,APAC,23,2,8,12,11,5,8,5.35,66.92
2023-02-24,Germany,EU,20,0,4,14,6,7,3,5.65,40.29
2023-02-24,India,APAC,39,3,8,21,18,10,17,5.85,67.81
2023-02-24,Singapore,APAC,16,0,4,14,2,6,2,6.0,75.0
2023-02-24,UK,EU,6,1,1,4,2,2,2,6.33,78.25
2023-02-25,Australia,APAC,17,2,3,10,7,1,8,4.94,91.22
2023-02-25,Germany,EU,34,4,6,21,13,9,12,5.56,54.07
2023-02-25,India,APAC,23,1,8,14,9,7,7,5.26,58.44
2023-02-25,Singapore,APAC,21,1,4,14,7,3,6,5.14,73.0
2023-02-25,UK,EU,5,0,1,4,1,1,0,5.0,35.0
2023-02-26,Australia,APAC,18,0,3,14,4,4,3,5.89,58.5
2023-02-26,Germany,EU,22,2,1,10,12,8,10,6.14,71.83
2023-02-26,India,APAC,29,3,8,18,11,8,8,4.66,47.09
2023-02-26,Singapore,APAC,25,1,3,15,10,9,9,5.88,65.58
2023-02-26,UK,EU,10,1,3,3,7,4,5,6.7,51.57
2023-02-27,Australia,APAC,11,1,1,6,5,3,5,4.64,83.6
2023-02-27,Germany,EU,32,3,4,17,15,10,11,6.09,67.53
2023-02-27,India,APAC,29,2,8,17,12,8,10,5.24,47.92
2023-02-27,Singapore,APAC,15,0,5,9,6,3,5,4.67,43.25
2023-02-27,UK,EU,5,1,0,2,3,1,3,4.2,52.33
2023-02-28,Australia,APAC,15,3,2,8,7,4,8,6.53,69.38
2023-02-28,Germany,EU,24,1,4,12,12,7,11,5.08,77.5
2023-02-28,India,APAC,32,0,5,23,9,10,8,6.53,55.71
2023-02-28,Singapore,APAC,23,3,5,11,12,9,10,4.96,57.92
