Activity_ID,Ticket_Number,Activity_Timestamp,Activity_Type,Owner_Group,Reassignment_Flag
ACT000007211,REQ0000107230,2021-02-11 06:00:00,Resolved,Network Team,No
ACT000007212,INC0000107254,2021-02-23 23:00:00,Resolved,Vendor,No
ACT000007213,INC0000107254,2021-02-24 20:00:00,Resolved,Vendor,No
ACT000007214,INC0000107254,2021-02-24 22:00:00,Waiting for User,Vendor,Yes
ACT000007215,INC0000107254,2021-02-25 21:00:00,Work In Progress,Vendor,No
ACT000007216,REQ0000107300,2021-02-10 17:00:00,Waiting for User,Vendor,No
ACT000007217,REQ0000107300,2021-02-10 19:00:00,Assigned to Support,L1 Support,No
ACT000007218,PRB0000107306,2021-02-22 11:00:00,Assigned to Support,Network Team,No
ACT000007219,PRB0000107306,2021-02-23 09:00:00,Assigned to Support,App Team,No
ACT000007220,PRB0000107306,2021-02-24 04:00:00,Assigned to Support,Vendor,Yes
ACT000007221,PRB0000107306,2021-02-24 18:00:00,Work In Progress,L2 Support,No
ACT000007222,PRB0000107306,2021-02-25 15:00:00,Ticket Created,App Team,No
ACT000007223,CHG0000107336,2021-02-28 00:00:00,Work In Progress,L3 Support,No
ACT000007224,CHG0000107336,2021-02-28 05:00:00,Reopened,L2 Support,No
ACT000007225,CHG0000107336,2021-02-28 23:00:00,Waiting for User,L2 Support,No
ACT000007226,CHG0000107487,2021-02-23 02:00:00,Resolved,L2 Support,No
ACT000007227,CHG0000107487,2021-02-23 18:00:00,Waiting for User,L1 Support,No
ACT000007228,CHG0000107487,2021-02-24 00:00:00,Waiting for Vendor,App Team,No
ACT000007229,INC0000107534,2021-02-22 05:00:00,Ticket Created,L1 Support,No
ACT000007230,INC0000107534,2021-02-22 22:00:00,Ticket Created,L2 Support,No
ACT000007231,REQ0000107731,2021-02-10 03:00:00,Work In Progress,L2 Support,No
ACT000007232,REQ0000107731,2021-02-11 00:00:00,Resolved,Vendor,No
ACT000007233,CHG0000107780,2021-02-08 07:00:00,Work In Progress,L3 Support,No
ACT000007234,CHG0000107780,2021-02-08 23:00:00,Waiting for Vendor,L2 Support,No
ACT000007235,CHG0000107780,2021-02-09 21:00:00,Ticket Created,L2 Support,No
ACT000007236,PRB0000107803,2021-02-17 01:00:00,Work In Progress,Vendor,No
ACT000007237,PRB0000107803,2021-02-17 13:00:00,Ticket Created,L1 Support,No
ACT000007238,PRB0000107803,2021-02-17 22:00:00,Waiting for Vendor,L1 Support,No
ACT000007239,CHG0000107858,2021-02-03 05:00:00,Assigned to Support,Vendor,No
ACT000007240,CHG0000107858,2021-02-03 21:00:00,Waiting for Vendor,L2 Support,No
ACT000007241,CHG0000107858,2021-02-04 03:00:00,Work In Progress,App Team,No
ACT000007242,CHG0000107858,2021-02-04 16:00:00,Ticket Created,Vendor,No
ACT000007243,CHG0000107858,2021-02-05 05:00:00,Ticket Created,L2 Support,No
ACT000007244,INC0000108092,2021-02-12 23:00:00,Work In Progress,Vendor,No
ACT000007245,INC0000108092,2021-02-13 22:00:00,Assigned to Support,L1 Support,No
ACT000007246,INC0000108092,2021-02-14 12:00:00,Waiting for User,Network Team,No
ACT000007247,INC0000108092,2021-02-15 04:00:00,Ticket Created,L1 Support,No
ACT000007248,CHG0000108131,2021-02-12 14:00:00,Waiting for User,L2 Support,Yes
ACT000007249,CHG0000108131,2021-02-13 06:00:00,Ticket Created,L2 Support,No
ACT000007250,CHG0000108131,2021-02-13 07:00:00,Resolved,Network Team,No
ACT000007251,CHG0000108131,2021-02-13 14:00:00,Resolved,Vendor,Yes
ACT000007252,CHG0000108131,2021-02-13 18:00:00,Ticket Created,Network Team,No
ACT000007253,REQ0000108302,2021-02-02 13:00:00,Work In Progress,Vendor,No
ACT000007254,REQ0000108302,2021-02-02 19:00:00,Closed,Vendor,No
ACT000007255,PRB0000108322,2021-02-10 10:00:00,Work In Progress,Network Team,No
ACT000007256,PRB0000108322,2021-02-11 07:00:00,Resolved,Network Team,No
ACT000007257,PRB0000108322,2021-02-11 16:00:00,Work In Progress,Vendor,No
ACT000007258,INC0000108335,2021-02-18 22:00:00,Work In Progress,Vendor,Yes
ACT000007259,INC0000108335,2021-02-19 13:00:00,Assigned to Support,App Team,No
ACT000007260,INC0000108335,2021-02-20 07:00:00,Waiting for User,Network Team,No
ACT000007261,INC0000108335,2021-02-20 16:00:00,Waiting for User,Vendor,No
ACT000007262,CHG0000108408,2021-02-15 09:00:00,Work In Progress,L2 Support,No
ACT000007263,CHG0000108408,2021-02-15 20:00:00,Resolved,App Team,No
ACT000007264,CHG0000108408,2021-02-16 04:00:00,Resolved,App Team,Yes
ACT000007265,CHG0000108408,2021-02-16 21:00:00,Work In Progress,L3 Support,No
ACT000007266,REQ0000108529,2021-02-21 07:00:00,Work In Progress,L2 Support,No
ACT000007267,REQ0000108529,2021-02-21 18:00:00,Work In Progress,App Team,No
ACT000007268,REQ0000108529,2021-02-22 17:00:00,Assigned to Support,L1 Support,No
ACT000007269,REQ0000108529,2021-02-23 11:00:00,Work In Progress,L3 Support,No
ACT000007270,REQ0000108529,2021-02-23 20:00:00,Waiting for Vendor,Network Team,No
ACT000007271,CHG0000108585,2021-02-22 15:00:00,Waiting for User,Network Team,No
ACT000007272,CHG0000108585,2021-02-23 06:00:00,Assigned to Support,L3 Support,No
ACT000007273,CHG0000108585,2021-02-23 15:00:00,Closed,App Team,No
ACT000007274,CHG0000108585,2021-02-24 09:00:00,Assigned to Support,L3 Support,No
ACT000007275,CHG0000108585,2021-02-24 19:00:00,Waiting for User,App Team,No
ACT000007276,PRB0000108604,2021-02-03 10:00:00,Assigned to Support,L1 Support,No
ACT000007277,PRB0000108604,2021-02-04 07:00:00,Assigned to Support,Network Team,No
ACT000007278,PRB0000108604,2021-02-04 21:00:00,Work In Progress,App Team,No
ACT000007279,PRB0000108604,2021-02-05 20:00:00,Assigned to Support,L3 Support,No
ACT000007280,INC0000108638,2021-02-04 04:00:00,Resolved,App Team,No
ACT000007281,INC0000108638,2021-02-04 17:00:00,Waiting for User,Network Team,No
ACT000007282,INC0000108638,2021-02-05 12:00:00,Ticket Created,L3 Support,No
ACT000007283,REQ0000108639,2021-02-19 16:00:00,Waiting for User,L1 Support,No
ACT000007284,REQ0000108639,2021-02-20 10:00:00,Waiting for Vendor,L1 Support,No
ACT000007285,REQ0000108639,2021-02-21 04:00:00,Assigned to Support,L1 Support,Yes
ACT000007286,REQ0000108639,2021-02-22 01:00:00,Waiting for User,L3 Support,No
ACT000007287,REQ0000108639,2021-02-22 22:00:00,Assigned to Support,L2 Support,No
ACT000007288,INC0000108686,2021-02-28 11:00:00,Waiting for Vendor,L1 Support,No
ACT000007289,INC0000108686,2021-03-01 03:00:00,Assigned to Support,L2 Support,No
ACT000007290,INC0000108686,2021-03-01 07:00:00,Assigned to Support,L3 Support,No
ACT000007291,PRB0000108696,2021-02-09 22:00:00,Assigned to Support,App Team,No
ACT000007292,PRB0000108696,2021-02-10 20:00:00,Work In Progress,L3 Support,No
ACT000007293,PRB0000108696,2021-02-11 15:00:00,Assigned to Support,App Team,No
ACT000007294,INC0000108715,2021-02-19 18:00:00,Ticket Created,Network Team,No
ACT000007295,INC0000108715,2021-02-20 05:00:00,Work In Progress,L3 Support,No
ACT000007296,INC0000108715,2021-02-21 03:00:00,Reopened,App Team,No
ACT000007297,INC0000108715,2021-02-21 06:00:00,Assigned to Support,L3 Support,No
ACT000007298,INC0000108715,2021-02-21 11:00:00,Closed,L1 Support,No
ACT000007299,REQ0000108770,2021-02-26 08:00:00,Waiting for Vendor,L3 Support,No
ACT000007300,REQ0000108770,2021-02-26 23:00:00,Resolved,L2 Support,No
ACT000007301,REQ0000108770,2021-02-27 13:00:00,Resolved,L2 Support,No
ACT000007302,REQ0000108770,2021-02-28 07:00:00,Work In Progress,L2 Support,No
ACT000007303,REQ0000108770,2021-02-28 17:00:00,Waiting for User,L3 Support,No
ACT000007304,PRB0000108892,2021-02-16 22:00:00,Waiting for Vendor,App Team,No
ACT000007305,PRB0000108892,2021-02-17 16:00:00,Work In Progress,L3 Support,No
ACT000007306,PRB0000108892,2021-02-17 19:00:00,Work In Progress,Network Team,No
ACT000007307,PRB0000108892,2021-02-18 13:00:00,Assigned to Support,L1 Support,No
ACT000007308,PRB0000108892,2021-02-19 05:00:00,Work In Progress,Network Team,No
ACT000007309,PRB0000109063,2021-02-22 16:00:00,Assigned to Support,App Team,No
ACT000007310,PRB0000109063,2021-02-22 19:00:00,Ticket Created,L1 Support,No
ACT000007311,PRB0000109063,2021-02-23 15:00:00,Ticket Created,L1 Support,No
ACT000007312,PRB0000109063,2021-02-23 22:00:00,Waiting for User,L2 Support,No
ACT000007313,PRB0000109063,2021-02-24 10:00:00,Resolved,App Team,No
ACT000007314,REQ0000109072,2021-02-04 06:00:00,Resolved,Vendor,No
ACT000007315,REQ0000109072,2021-02-04 17:00:00,Waiting for User,L3 Support,No
ACT000007316,INC0000109188,2021-02-18 03:00:00,Assigned to Support,L2 Support,No
ACT000007317,INC0000109188,2021-02-18 17:00:00,Work In Progress,Network Team,No
ACT000007318,INC0000109188,2021-02-18 23:00:00,Waiting for Vendor,L1 Support,No
ACT000007319,CHG0000109219,2021-02-26 18:00:00,Work In Progress,App Team,No
ACT000007320,CHG0000109219,2021-02-27 04:00:00,Ticket Created,L3 Support,No
ACT000007321,CHG0000109219,2021-02-27 06:00:00,Waiting for User,L3 Support,No
ACT000007322,CHG0000109258,2021-02-23 20:00:00,Waiting for User,Network Team,No
ACT000007323,CHG0000109258,2021-02-24 14:00:00,Assigned to Support,L3 Support,No
ACT000007324,CHG0000109258,2021-02-25 07:00:00,Work In Progress,Network Team,No
ACT000007325,CHG0000109258,2021-02-25 18:00:00,Waiting for User,Network Team,No
ACT000007326,REQ0000109291,2021-02-19 18:00:00,Resolved,Network Team,No
ACT000007327,REQ0000109291,2021-02-20 02:00:00,Assigned to Support,Network Team,No
ACT000007328,REQ0000109291,2021-02-20 04:00:00,Assigned to Support,L2 Support,No
ACT000007329,REQ0000109291,2021-02-20 21:00:00,Waiting for Vendor,App Team,No
ACT000007330,REQ0000109291,2021-02-21 10:00:00,Assigned to Support,L3 Support,No
ACT000007331,PRB0000109442,2021-02-11 06:00:00,Waiting for User,Network Team,No
ACT000007332,PRB0000109442,2021-02-11 11:00:00,Closed,L2 Support,No
ACT000007333,PRB0000109442,2021-02-11 19:00:00,Waiting for Vendor,Network Team,No
ACT000007334,CHG0000109483,2021-02-25 23:00:00,Assigned to Support,Vendor,No
ACT000007335,CHG0000109483,2021-02-26 18:00:00,Work In Progress,L3 Support,Yes
ACT000007336,CHG0000109483,2021-02-27 16:00:00,Work In Progress,App Team,No
ACT000007337,CHG0000109594,2021-02-22 03:00:00,Ticket Created,L2 Support,No
ACT000007338,CHG0000109594,2021-02-23 00:00:00,Work In Progress,Vendor,No
ACT000007339,CHG0000109594,2021-02-23 01:00:00,Ticket Created,Network Team,No
ACT000007340,CHG0000109594,2021-02-23 08:00:00,Assigned to Support,L2 Support,No
ACT000007341,INC0000109629,2021-02-11 15:00:00,Assigned to Support,Network Team,No
ACT000007342,INC0000109629,2021-02-12 07:00:00,Assigned to Support,L2 Support,No
ACT000007343,INC0000109673,2021-03-01 00:00:00,Work In Progress,L3 Support,No
ACT000007344,INC0000109673,2021-03-01 05:00:00,Assigned to Support,L3 Support,No
ACT000007345,INC0000109673,2021-03-01 06:00:00,Assigned to Support,App Team,No
ACT000007346,INC0000109673,2021-03-01 08:00:00,Waiting for Vendor,L3 Support,No
ACT000007347,CHG0000109677,2021-02-08 15:00:00,Ticket Created,L2 Support,No
ACT000007348,CHG0000109677,2021-02-08 23:00:00,Assigned to Support,App Team,No
ACT000007349,CHG0000109677,2021-02-09 19:00:00,Closed,L3 Support,No
ACT000007350,CHG0000109677,2021-02-10 08:00:00,Assigned to Support,L3 Support,No
ACT000007351,CHG0000109677,2021-02-10 18:00:00,Work In Progress,L2 Support,No
ACT000007352,CHG0000109757,2021-02-22 11:00:00,Waiting for User,L3 Support,No
ACT000007353,CHG0000109757,2021-02-22 15:00:00,Work In Progress,Network Team,No
ACT000007354,CHG0000109757,2021-02-23 00:00:00,Work In Progress,Vendor,No
ACT000007355,CHG0000109757,2021-02-23 15:00:00,Ticket Created,App Team,No
ACT000007356,CHG0000109757,2021-02-23 17:00:00,Waiting for Vendor,Network Team,No
ACT000007357,PRB0000109786,2021-02-16 02:00:00,Resolved,Network Team,No
ACT000007358,PRB0000109786,2021-02-16 12:00:00,Work In Progress,Network Team,No
ACT000007359,PRB0000109786,2021-02-17 04:00:00,Waiting for User,L2 Support,No
ACT000007360,PRB0000109786,2021-02-17 05:00:00,Ticket Created,App Team,No
ACT000007361,PRB0000109786,2021-02-17 22:00:00,Ticket Created,L3 Support,No
ACT000007362,CHG0000109787,2021-02-28 06:00:00,Assigned to Support,Network Team,No
ACT000007363,CHG0000109787,2021-02-28 15:00:00,Work In Progress,L1 Support,No
ACT000007364,PRB0000109893,2021-02-15 07:00:00,Waiting for Vendor,L2 Support,No
ACT000007365,PRB0000109893,2021-02-15 11:00:00,Waiting for User,Vendor,No
ACT000007366,PRB0000109893,2021-02-15 21:00:00,Work In Progress,L3 Support,No
ACT000007367,PRB0000109893,2021-02-16 14:00:00,Assigned to Support,App Team,Yes
ACT000007368,PRB0000109893,2021-02-16 17:00:00,Work In Progress,App Team,No
ACT000007369,PRB0000110002,2021-02-27 12:00:00,Waiting for Vendor,App Team,No
ACT000007370,PRB0000110002,2021-02-27 17:00:00,Ticket Created,L2 Support,No
ACT000007371,PRB0000110002,2021-02-27 19:00:00,Assigned to Support,Vendor,No
ACT000007372,PRB0000110002,2021-02-28 17:00:00,Waiting for User,Network Team,No
ACT000007373,PRB0000110002,2021-03-01 01:00:00,Resolved,L3 Support,No
ACT000007374,INC0000110150,2021-02-21 20:00:00,Resolved,L3 Support,No
ACT000007375,INC0000110150,2021-02-22 17:00:00,Work In Progress,Network Team,No
ACT000007376,INC0000110150,2021-02-23 04:00:00,Assigned to Support,L1 Support,No
ACT000007377,INC0000110150,2021-02-23 15:00:00,Waiting for Vendor,App Team,No
ACT000007378,PRB0000110169,2021-02-26 02:00:00,Waiting for Vendor,App Team,No
ACT000007379,PRB0000110169,2021-02-26 22:00:00,Work In Progress,L3 Support,No
ACT000007380,PRB0000110169,2021-02-27 14:00:00,Waiting for Vendor,L1 Support,No
ACT000007381,PRB0000110169,2021-02-28 02:00:00,Work In Progress,Network Team,No
ACT000007382,PRB0000110203,2021-02-23 05:00:00,Work In Progress,L1 Support,No
ACT000007383,PRB0000110203,2021-02-23 14:00:00,Assigned to Support,Vendor,No
ACT000007384,PRB0000110203,2021-02-24 09:00:00,Resolved,Network Team,No
ACT000007385,PRB0000110263,2021-02-28 13:00:00,Waiting for Vendor,Network Team,No
ACT000007386,PRB0000110263,2021-02-28 23:00:00,Work In Progress,App Team,No
ACT000007387,PRB0000110263,2021-03-01 07:00:00,Waiting for User,L2 Support,No
ACT000007388,PRB0000110263,2021-03-01 08:00:00,Waiting for User,App Team,No
ACT000007389,REQ0000110282,2021-02-12 07:00:00,Waiting for User,L3 Support,No
ACT000007390,REQ0000110282,2021-02-12 18:00:00,Work In Progress,L2 Support,No
ACT000007391,REQ0000110282,2021-02-13 06:00:00,Waiting for User,L1 Support,No
ACT000007392,REQ0000110282,2021-02-14 04:00:00,Work In Progress,Vendor,No
ACT000007393,CHG0000110351,2021-02-14 01:00:00,Resolved,L3 Support,No
ACT000007394,CHG0000110351,2021-02-14 14:00:00,Closed,L2 Support,No
ACT000007395,CHG0000110351,2021-02-15 13:00:00,Assigned to Support,L3 Support,No
ACT000007396,PRB0000110385,2021-02-03 23:00:00,Assigned to Support,App Team,No
ACT000007397,PRB0000110385,2021-02-04 06:00:00,Waiting for Vendor,Network Team,No
ACT000007398,PRB0000110385,2021-02-04 11:00:00,Work In Progress,Network Team,No
ACT000007399,PRB0000110385,2021-02-04 22:00:00,Waiting for Vendor,L3 Support,No
ACT000007400,CHG0000110444,2021-02-06 18:00:00,Work In Progress,L1 Support,No
ACT000007401,CHG0000110444,2021-02-07 07:00:00,Assigned to Support,L2 Support,No
ACT000007402,CHG0000110444,2021-02-07 10:00:00,Closed,App Team,No
ACT000007403,CHG0000110444,2021-02-07 19:00:00,Work In Progress,Network Team,No
ACT000007404,PRB0000110531,2021-02-05 22:00:00,Work In Progress,L3 Support,No
ACT000007405,PRB0000110531,2021-02-06 11:00:00,Work In Progress,Vendor,No
ACT000007406,PRB0000110539,2021-02-02 05:00:00,Waiting for User,Vendor,No
ACT000007407,PRB0000110539,2021-02-02 06:00:00,Ticket Created,Network Team,No
ACT000007408,PRB0000110539,2021-02-02 17:00:00,Work In Progress,Network Team,Yes
ACT000007409,PRB0000110555,2021-02-10 20:00:00,Assigned to Support,L3 Support,No
ACT000007410,PRB0000110555,2021-02-11 04:00:00,Work In Progress,App Team,No
ACT000007411,PRB0000110555,2021-02-11 18:00:00,Closed,App Team,No
ACT000007412,PRB0000110555,2021-02-12 06:00:00,Resolved,App Team,No
ACT000007413,REQ0000110599,2021-02-06 19:00:00,Waiting for User,L1 Support,No
ACT000007414,REQ0000110599,2021-02-07 11:00:00,Closed,Network Team,No
ACT000007415,REQ0000110599,2021-02-07 13:00:00,Work In Progress,L2 Support,No
ACT000007416,REQ0000110599,2021-02-07 21:00:00,Ticket Created,L2 Support,Yes
ACT000007417,REQ0000110599,2021-02-08 13:00:00,Work In Progress,Network Team,No
ACT000007418,CHG0000110608,2021-02-09 16:00:00,Assigned to Support,Network Team,No
ACT000007419,CHG0000110608,2021-02-09 23:00:00,Ticket Created,L3 Support,No
ACT000007420,INC0000110740,2021-02-12 23:00:00,Closed,L1 Support,No
ACT000007421,INC0000110740,2021-02-13 06:00:00,Assigned to Support,L3 Support,No
ACT000007422,INC0000110740,2021-02-13 22:00:00,Closed,L2 Support,No
ACT000007423,INC0000110803,2021-02-07 17:00:00,Work In Progress,Network Team,No
ACT000007424,INC0000110803,2021-02-07 21:00:00,Waiting for User,App Team,No
ACT000007425,PRB0000110826,2021-02-10 12:00:00,Waiting for User,Network Team,No
ACT000007426,PRB0000110826,2021-02-10 22:00:00,Work In Progress,L3 Support,No
ACT000007427,PRB0000110826,2021-02-11 09:00:00,Waiting for User,Vendor,No
ACT000007428,INC0000110872,2021-02-13 16:00:00,Work In Progress,L1 Support,No
ACT000007429,INC0000110872,2021-02-13 17:00:00,Waiting for Vendor,L1 Support,No
ACT000007430,INC0000110872,2021-02-13 21:00:00,Assigned to Support,L3 Support,No
ACT000007431,REQ0000111203,2021-02-15 02:00:00,Waiting for User,L1 Support,No
ACT000007432,REQ0000111203,2021-02-16 01:00:00,Assigned to Support,L2 Support,No
ACT000007433,CHG0000111277,2021-02-12 16:00:00,Work In Progress,Vendor,No
ACT000007434,CHG0000111277,2021-02-13 01:00:00,Assigned to Support,L2 Support,Yes
ACT000007435,CHG0000111277,2021-02-14 00:00:00,Assigned to Support,Vendor,No
ACT000007436,CHG0000111277,2021-02-14 07:00:00,Resolved,L3 Support,Yes
ACT000007437,CHG0000111278,2021-02-11 07:00:00,Ticket Created,Network Team,No
ACT000007438,CHG0000111278,2021-02-11 11:00:00,Assigned to Support,L2 Support,No
ACT000007439,CHG0000111278,2021-02-12 01:00:00,Waiting for User,Vendor,No
ACT000007440,REQ0000111315,2021-02-09 09:00:00,Ticket Created,L3 Support,No
ACT000007441,REQ0000111315,2021-02-10 08:00:00,Waiting for User,L3 Support,No
ACT000007442,REQ0000111315,2021-02-10 17:00:00,Reopened,L1 Support,No
ACT000007443,REQ0000111315,2021-02-11 03:00:00,Waiting for User,L3 Support,No
ACT000007444,CHG0000111347,2021-02-18 09:00:00,Resolved,L2 Support,No
ACT000007445,CHG0000111347,2021-02-19 01:00:00,Resolved,Network Team,No
ACT000007446,CHG0000111347,2021-02-19 13:00:00,Work In Progress,L1 Support,No
ACT000007447,CHG0000111347,2021-02-20 04:00:00,Waiting for User,Vendor,No
ACT000007448,CHG0000111347,2021-02-20 22:00:00,Assigned to Support,Vendor,No
ACT000007449,CHG0000111356,2021-02-12 06:00:00,Ticket Created,L1 Support,No
ACT000007450,CHG0000111356,2021-02-12 16:00:00,Resolved,L2 Support,No
ACT000007451,CHG0000111356,2021-02-12 22:00:00,Work In Progress,L2 Support,No
ACT000007452,CHG0000111356,2021-02-13 15:00:00,Work In Progress,L1 Support,No
ACT000007453,CHG0000111356,2021-02-14 13:00:00,Work In Progress,App Team,No
ACT000007454,CHG0000111425,2021-02-23 00:00:00,Waiting for User,L1 Support,No
ACT000007455,CHG0000111425,2021-02-23 23:00:00,Work In Progress,Vendor,Yes
ACT000007456,CHG0000111425,2021-02-24 15:00:00,Waiting for User,App Team,No
ACT000007457,CHG0000111425,2021-02-25 01:00:00,Assigned to Support,App Team,No
ACT000007458,CHG0000111430,2021-02-08 21:00:00,Resolved,L3 Support,No
ACT000007459,CHG0000111430,2021-02-09 05:00:00,Resolved,L2 Support,No
ACT000007460,CHG0000111430,2021-02-09 16:00:00,Reopened,Vendor,No
ACT000007461,CHG0000111430,2021-02-10 10:00:00,Ticket Created,Vendor,No
ACT000007462,CHG0000111430,2021-02-11 07:00:00,Waiting for User,Vendor,No
ACT000007463,CHG0000111450,2021-02-11 18:00:00,Work In Progress,App Team,No
ACT000007464,CHG0000111450,2021-02-11 22:00:00,Work In Progress,L3 Support,No
ACT000007465,CHG0000111450,2021-02-12 17:00:00,Assigned to Support,L2 Support,No
ACT000007466,CHG0000111450,2021-02-13 11:00:00,Waiting for User,Vendor,No
ACT000007467,CHG0000111450,2021-02-14 00:00:00,Work In Progress,L2 Support,No
ACT000007468,REQ0000111471,2021-02-26 11:00:00,Waiting for User,L2 Support,Yes
ACT000007469,REQ0000111471,2021-02-26 14:00:00,Resolved,Vendor,No
ACT000007470,REQ0000111471,2021-02-27 05:00:00,Ticket Created,Vendor,No
ACT000007471,INC0000111586,2021-02-04 02:00:00,Waiting for User,L2 Support,No
ACT000007472,INC0000111586,2021-02-04 17:00:00,Waiting for User,Vendor,No
ACT000007473,INC0000111586,2021-02-05 03:00:00,Ticket Created,L1 Support,Yes
ACT000007474,INC0000111586,2021-02-06 00:00:00,Work In Progress,Vendor,No
ACT000007475,INC0000111586,2021-02-06 18:00:00,Assigned to Support,App Team,No
ACT000007476,REQ0000111594,2021-02-10 16:00:00,Work In Progress,Vendor,No
ACT000007477,REQ0000111594,2021-02-11 09:00:00,Closed,L2 Support,No
ACT000007478,REQ0000111594,2021-02-11 16:00:00,Waiting for User,L1 Support,No
ACT000007479,PRB0000111644,2021-02-23 13:00:00,Waiting for Vendor,Network Team,No
ACT000007480,PRB0000111644,2021-02-24 09:00:00,Assigned to Support,App Team,No
ACT000007481,CHG0000111649,2021-02-04 19:00:00,Work In Progress,L1 Support,No
ACT000007482,CHG0000111649,2021-02-05 07:00:00,Resolved,Network Team,Yes
ACT000007483,PRB0000111703,2021-02-07 21:00:00,Work In Progress,Vendor,No
ACT000007484,PRB0000111703,2021-02-08 11:00:00,Closed,App Team,No
ACT000007485,REQ0000111724,2021-02-14 23:00:00,Waiting for User,L1 Support,No
ACT000007486,REQ0000111724,2021-02-15 10:00:00,Work In Progress,L3 Support,No
ACT000007487,REQ0000111724,2021-02-15 20:00:00,Waiting for Vendor,App Team,No
ACT000007488,REQ0000111724,2021-02-16 14:00:00,Assigned to Support,Network Team,No
ACT000007489,CHG0000111737,2021-02-06 04:00:00,Waiting for Vendor,Vendor,No
ACT000007490,CHG0000111737,2021-02-06 20:00:00,Work In Progress,L2 Support,No
ACT000007491,CHG0000111737,2021-02-07 11:00:00,Waiting for User,App Team,No
ACT000007492,CHG0000111737,2021-02-08 01:00:00,Resolved,Vendor,No
ACT000007493,CHG0000111737,2021-02-08 06:00:00,Ticket Created,App Team,No
ACT000007494,REQ0000111741,2021-02-11 08:00:00,Work In Progress,L3 Support,No
ACT000007495,REQ0000111741,2021-02-11 16:00:00,Assigned to Support,Network Team,No
ACT000007496,REQ0000111741,2021-02-11 21:00:00,Ticket Created,Vendor,No
ACT000007497,REQ0000111741,2021-02-12 17:00:00,Work In Progress,Network Team,No
ACT000007498,CHG0000111752,2021-02-11 19:00:00,Waiting for User,L2 Support,No
ACT000007499,CHG0000111752,2021-02-12 07:00:00,Reopened,L3 Support,No
ACT000007500,CHG0000111752,2021-02-13 01:00:00,Assigned to Support,App Team,No
ACT000007501,CHG0000111752,2021-02-13 09:00:00,Work In Progress,L1 Support,No
ACT000007502,REQ0000111762,2021-02-07 04:00:00,Resolved,Network Team,No
ACT000007503,REQ0000111762,2021-02-07 14:00:00,Waiting for User,L2 Support,Yes
ACT000007504,REQ0000111762,2021-02-08 03:00:00,Waiting for User,L3 Support,Yes
ACT000007505,REQ0000111762,2021-02-08 12:00:00,Assigned to Support,L1 Support,Yes
ACT000007506,REQ0000111762,2021-02-08 15:00:00,Assigned to Support,L1 Support,No
ACT000007507,INC0000111788,2021-02-13 07:00:00,Resolved,Network Team,No
ACT000007508,INC0000111788,2021-02-13 08:00:00,Assigned to Support,Network Team,No
ACT000007509,INC0000111788,2021-02-14 03:00:00,Assigned to Support,App Team,No
ACT000007510,REQ0000111810,2021-02-23 14:00:00,Ticket Created,Vendor,No
ACT000007511,REQ0000111810,2021-02-23 21:00:00,Ticket Created,L1 Support,No
ACT000007512,REQ0000111810,2021-02-23 22:00:00,Work In Progress,Vendor,No
ACT000007513,REQ0000111850,2021-02-15 06:00:00,Waiting for Vendor,Network Team,Yes
ACT000007514,REQ0000111850,2021-02-15 19:00:00,Ticket Created,Network Team,No
ACT000007515,REQ0000111852,2021-02-24 16:00:00,Work In Progress,L3 Support,No
ACT000007516,REQ0000111852,2021-02-25 03:00:00,Assigned to Support,L2 Support,No
ACT000007517,REQ0000111852,2021-02-25 19:00:00,Closed,L1 Support,No
ACT000007518,INC0000111868,2021-02-07 04:00:00,Work In Progress,L2 Support,No
ACT000007519,INC0000111868,2021-02-07 20:00:00,Work In Progress,L3 Support,No
ACT000007520,INC0000111940,2021-02-21 01:00:00,Work In Progress,App Team,No
ACT000007521,INC0000111940,2021-02-21 22:00:00,Waiting for Vendor,Network Team,No
ACT000007522,INC0000111940,2021-02-22 02:00:00,Work In Progress,Vendor,No
ACT000007523,CHG0000111954,2021-03-01 16:00:00,Resolved,L1 Support,No
ACT000007524,CHG0000111954,2021-03-01 18:00:00,Resolved,L3 Support,No
ACT000007525,CHG0000111954,2021-03-02 09:00:00,Resolved,App Team,No
ACT000007526,CHG0000111954,2021-03-02 10:00:00,Work In Progress,L2 Support,No
ACT000007527,CHG0000111954,2021-03-02 17:00:00,Waiting for Vendor,L2 Support,No
ACT000007528,CHG0000112100,2021-02-14 17:00:00,Assigned to Support,Vendor,No
ACT000007529,CHG0000112100,2021-02-15 10:00:00,Waiting for Vendor,Vendor,No
ACT000007530,CHG0000112100,2021-02-16 01:00:00,Closed,Network Team,No
ACT000007531,CHG0000112100,2021-02-16 12:00:00,Ticket Created,App Team,No
ACT000007532,PRB0000112108,2021-02-10 08:00:00,Waiting for User,App Team,No
ACT000007533,PRB0000112108,2021-02-11 02:00:00,Resolved,Network Team,No
ACT000007534,PRB0000112128,2021-02-20 06:00:00,Waiting for Vendor,Vendor,No
ACT000007535,PRB0000112128,2021-02-20 07:00:00,Work In Progress,Network Team,No
ACT000007536,PRB0000112128,2021-02-20 08:00:00,Work In Progress,L2 Support,No
ACT000007537,PRB0000112128,2021-02-21 00:00:00,Waiting for User,L2 Support,No
ACT000007538,PRB0000112128,2021-02-21 04:00:00,Resolved,App Team,No
ACT000007539,CHG0000112130,2021-02-07 09:00:00,Waiting for Vendor,L1 Support,No
