Activity_ID,Ticket_Number,Activity_Timestamp,Activity_Type,Owner_Group,Reassignment_Flag
ACT000007656,CHG0000103760,2021-03-14 12:00:00,Assigned to Support,L3 Support,No
ACT000007657,CHG0000103760,2021-03-15 11:00:00,Ticket Created,App Team,No
ACT000007658,REQ0000103774,2021-03-24 03:00:00,Ticket Created,L1 Support,No
ACT000007659,REQ0000103774,2021-03-24 18:00:00,Work In Progress,L3 Support,No
ACT000007660,PRB0000103796,2021-03-09 05:00:00,Waiting for Vendor,L2 Support,No
ACT000007661,PRB0000103796,2021-03-10 04:00:00,Ticket Created,Network Team,No
ACT000007662,CHG0000103864,2021-03-10 09:00:00,Ticket Created,App Team,No
ACT000007663,CHG0000103864,2021-03-11 02:00:00,Assigned to Support,Network Team,No
ACT000007664,CHG0000103864,2021-03-11 14:00:00,Assigned to Support,L2 Support,No
ACT000007665,CHG0000103864,2021-03-11 15:00:00,Resolved,Network Team,No
ACT000007666,CHG0000103864,2021-03-12 00:00:00,Resolved,L1 Support,No
ACT000007667,CHG0000104017,2021-03-11 22:00:00,Ticket Created,App Team,No
ACT000007668,CHG0000104017,2021-03-12 00:00:00,Assigned to Support,Vendor,No
ACT000007669,CHG0000104029,2021-03-30 00:00:00,Work In Progress,L1 Support,No
ACT000007670,CHG0000104029,2021-03-30 06:00:00,Assigned to Support,App Team,No
ACT000007671,CHG0000104029,2021-03-30 09:00:00,Work In Progress,L3 Support,Yes
ACT000007672,CHG0000104029,2021-03-30 22:00:00,Work In Progress,L2 Support,No
ACT000007673,INC0000104109,2021-03-18 10:00:00,Work In Progress,L3 Support,No
ACT000007674,INC0000104109,2021-03-18 19:00:00,Assigned to Support,Network Team,No
ACT000007675,INC0000104109,2021-03-18 22:00:00,Waiting for User,Vendor,No
ACT000007676,REQ0000104119,2021-03-12 19:00:00,Waiting for User,Network Team,No
ACT000007677,REQ0000104119,2021-03-13 02:00:00,Ticket Created,L3 Support,No
ACT000007678,REQ0000104119,2021-03-13 19:00:00,Closed,L2 Support,No
ACT000007679,REQ0000104119,2021-03-14 04:00:00,Waiting for Vendor,L1 Support,No
ACT000007680,REQ0000104119,2021-03-14 14:00:00,Waiting for User,L1 Support,No
ACT000007681,REQ0000104179,2021-03-04 17:00:00,Ticket Created,Vendor,No
ACT000007682,REQ0000104179,2021-03-04 22:00:00,Work In Progress,L3 Support,No
ACT000007683,CHG0000104226,2021-03-15 14:00:00,Waiting for User,L1 Support,No
ACT000007684,CHG0000104226,2021-03-15 23:00:00,Work In Progress,Network Team,No
ACT000007685,CHG0000104226,2021-03-16 09:00:00,Waiting for Vendor,Vendor,No
ACT000007686,INC0000104263,2021-03-13 18:00:00,Work In Progress,Network Team,No
ACT000007687,INC0000104263,2021-03-14 02:00:00,Reopened,Network Team,No
ACT000007688,INC0000104263,2021-03-14 18:00:00,Ticket Created,Network Team,No
ACT000007689,INC0000104263,2021-03-14 20:00:00,Ticket Created,App Team,No
ACT000007690,INC0000104263,2021-03-15 09:00:00,Work In Progress,L3 Support,No
ACT000007691,REQ0000104269,2021-03-12 10:00:00,Waiting for Vendor,L1 Support,No
ACT000007692,REQ0000104269,2021-03-13 07:00:00,Assigned to Support,L2 Support,No
ACT000007693,REQ0000104269,2021-03-14 05:00:00,Ticket Created,Network Team,No
ACT000007694,INC0000104284,2021-03-26 06:00:00,Work In Progress,L2 Support,No
ACT000007695,INC0000104284,2021-03-27 01:00:00,Assigned to Support,L3 Support,No
ACT000007696,INC0000104284,2021-03-27 20:00:00,Ticket Created,App Team,No
ACT000007697,REQ0000104299,2021-03-12 21:00:00,Ticket Created,L3 Support,No
ACT000007698,REQ0000104299,2021-03-12 23:00:00,Work In Progress,App Team,No
ACT000007699,REQ0000104299,2021-03-13 04:00:00,Ticket Created,Vendor,No
ACT000007700,REQ0000104299,2021-03-13 15:00:00,Work In Progress,Vendor,Yes
ACT000007701,REQ0000104299,2021-03-14 07:00:00,Assigned to Support,App Team,No
ACT000007702,CHG0000104326,2021-03-07 05:00:00,Resolved,L1 Support,No
ACT000007703,CHG0000104326,2021-03-08 01:00:00,Ticket Created,Vendor,No
ACT000007704,CHG0000104326,2021-03-08 10:00:00,Work In Progress,Vendor,No
ACT000007705,CHG0000104326,2021-03-09 04:00:00,Work In Progress,L2 Support,No
ACT000007706,CHG0000104409,2021-03-05 04:00:00,Closed,L2 Support,No
ACT000007707,CHG0000104409,2021-03-05 12:00:00,Work In Progress,Vendor,No
ACT000007708,INC0000104437,2021-03-07 09:00:00,Resolved,L1 Support,No
ACT000007709,INC0000104437,2021-03-08 06:00:00,Closed,Vendor,No
ACT000007710,INC0000104437,2021-03-08 15:00:00,Waiting for User,L1 Support,No
ACT000007711,INC0000104437,2021-03-09 08:00:00,Ticket Created,Network Team,No
ACT000007712,INC0000104437,2021-03-09 12:00:00,Waiting for User,Vendor,No
ACT000007713,REQ0000104445,2021-03-03 12:00:00,Ticket Created,App Team,No
ACT000007714,REQ0000104445,2021-03-03 22:00:00,Ticket Created,Vendor,No
ACT000007715,REQ0000104445,2021-03-04 12:00:00,Resolved,Network Team,No
ACT000007716,REQ0000104554,2021-03-02 22:00:00,Waiting for Vendor,App Team,No
ACT000007717,REQ0000104554,2021-03-03 08:00:00,Assigned to Support,Network Team,No
ACT000007718,REQ0000104554,2021-03-03 18:00:00,Waiting for User,Network Team,Yes
ACT000007719,REQ0000104554,2021-03-04 06:00:00,Work In Progress,Vendor,No
ACT000007720,REQ0000104554,2021-03-04 21:00:00,Assigned to Support,Network Team,No
ACT000007721,INC0000104645,2021-03-22 05:00:00,Work In Progress,Vendor,No
ACT000007722,INC0000104645,2021-03-23 04:00:00,Work In Progress,App Team,No
ACT000007723,INC0000104645,2021-03-23 10:00:00,Waiting for Vendor,Vendor,No
ACT000007724,PRB0000104695,2021-03-06 16:00:00,Work In Progress,L1 Support,No
ACT000007725,PRB0000104695,2021-03-07 06:00:00,Resolved,L1 Support,No
ACT000007726,REQ0000104726,2021-03-03 08:00:00,Work In Progress,App Team,No
ACT000007727,REQ0000104726,2021-03-03 21:00:00,Assigned to Support,L2 Support,No
ACT000007728,REQ0000104726,2021-03-04 12:00:00,Ticket Created,Network Team,No
ACT000007729,REQ0000104726,2021-03-04 17:00:00,Reopened,L2 Support,No
ACT000007730,REQ0000104726,2021-03-04 21:00:00,Waiting for User,L1 Support,No
ACT000007731,CHG0000104739,2021-03-15 12:00:00,Waiting for User,L2 Support,No
ACT000007732,CHG0000104739,2021-03-16 00:00:00,Waiting for User,Network Team,No
ACT000007733,CHG0000104739,2021-03-16 16:00:00,Ticket Created,App Team,No
ACT000007734,CHG0000104739,2021-03-17 12:00:00,Ticket Created,L3 Support,No
ACT000007735,CHG0000104739,2021-03-17 23:00:00,Waiting for User,L1 Support,No
ACT000007736,INC0000104780,2021-03-08 23:00:00,Ticket Created,L3 Support,No
ACT000007737,INC0000104780,2021-03-09 21:00:00,Assigned to Support,App Team,Yes
ACT000007738,INC0000104780,2021-03-10 17:00:00,Assigned to Support,L2 Support,No
ACT000007739,INC0000104780,2021-03-11 03:00:00,Work In Progress,Network Team,No
ACT000007740,INC0000104780,2021-03-11 05:00:00,Resolved,L1 Support,No
ACT000007741,INC0000104869,2021-03-14 17:00:00,Waiting for Vendor,L2 Support,No
ACT000007742,INC0000104869,2021-03-15 15:00:00,Ticket Created,L2 Support,Yes
ACT000007743,PRB0000104921,2021-03-17 08:00:00,Waiting for Vendor,App Team,Yes
ACT000007744,PRB0000104921,2021-03-18 06:00:00,Waiting for Vendor,App Team,No
ACT000007745,CHG0000104938,2021-03-09 16:00:00,Ticket Created,App Team,Yes
ACT000007746,CHG0000104938,2021-03-10 02:00:00,Work In Progress,L1 Support,No
ACT000007747,CHG0000104938,2021-03-10 23:00:00,Closed,L2 Support,No
ACT000007748,CHG0000104938,2021-03-11 14:00:00,Assigned to Support,Vendor,No
ACT000007749,INC0000104989,2021-03-18 18:00:00,Work In Progress,Network Team,No
ACT000007750,INC0000104989,2021-03-19 04:00:00,Assigned to Support,L3 Support,No
ACT000007751,INC0000104989,2021-03-19 16:00:00,Work In Progress,L1 Support,No
ACT000007752,REQ0000105003,2021-03-31 11:00:00,Work In Progress,App Team,No
ACT000007753,REQ0000105003,2021-04-01 01:00:00,Waiting for User,App Team,No
ACT000007754,REQ0000105003,2021-04-01 05:00:00,Ticket Created,L3 Support,No
ACT000007755,INC0000105079,2021-03-21 12:00:00,Assigned to Support,App Team,No
ACT000007756,INC0000105079,2021-03-21 14:00:00,Work In Progress,L1 Support,No
ACT000007757,REQ0000105107,2021-03-06 16:00:00,Assigned to Support,Network Team,No
ACT000007758,REQ0000105107,2021-03-07 02:00:00,Assigned to Support,L3 Support,No
ACT000007759,REQ0000105107,2021-03-07 22:00:00,Ticket Created,L1 Support,No
ACT000007760,REQ0000105107,2021-03-08 03:00:00,Waiting for User,App Team,No
ACT000007761,REQ0000105107,2021-03-08 16:00:00,Ticket Created,Vendor,No
ACT000007762,REQ0000105257,2021-03-27 14:00:00,Ticket Created,L2 Support,No
ACT000007763,REQ0000105257,2021-03-27 18:00:00,Ticket Created,L2 Support,No
ACT000007764,REQ0000105257,2021-03-27 21:00:00,Waiting for Vendor,App Team,No
ACT000007765,REQ0000105257,2021-03-28 04:00:00,Assigned to Support,L3 Support,No
ACT000007766,REQ0000105257,2021-03-28 14:00:00,Resolved,L2 Support,No
ACT000007767,PRB0000105361,2021-03-22 14:00:00,Waiting for User,App Team,No
ACT000007768,PRB0000105361,2021-03-23 11:00:00,Work In Progress,App Team,No
ACT000007769,PRB0000105361,2021-03-24 01:00:00,Work In Progress,L3 Support,No
ACT000007770,PRB0000105361,2021-03-24 12:00:00,Resolved,Network Team,No
ACT000007771,PRB0000105361,2021-03-25 01:00:00,Assigned to Support,L3 Support,No
ACT000007772,PRB0000105401,2021-03-15 11:00:00,Waiting for Vendor,Vendor,No
ACT000007773,PRB0000105401,2021-03-16 10:00:00,Work In Progress,Network Team,No
ACT000007774,CHG0000105430,2021-03-09 00:00:00,Assigned to Support,L2 Support,No
ACT000007775,CHG0000105430,2021-03-09 18:00:00,Waiting for User,App Team,Yes
ACT000007776,CHG0000105430,2021-03-10 02:00:00,Work In Progress,L2 Support,No
ACT000007777,CHG0000105430,2021-03-10 08:00:00,Work In Progress,Network Team,No
ACT000007778,CHG0000105430,2021-03-10 09:00:00,Waiting for Vendor,L1 Support,No
ACT000007779,CHG0000105478,2021-03-01 15:00:00,Ticket Created,Vendor,No
ACT000007780,CHG0000105478,2021-03-02 02:00:00,Waiting for User,Vendor,No
ACT000007781,PRB0000105510,2021-03-21 20:00:00,Work In Progress,L2 Support,No
ACT000007782,PRB0000105510,2021-03-22 08:00:00,Work In Progress,Network Team,No
ACT000007783,PRB0000105510,2021-03-22 18:00:00,Ticket Created,App Team,No
ACT000007784,PRB0000105510,2021-03-23 16:00:00,Assigned to Support,App Team,No
ACT000007785,PRB0000105518,2021-03-01 19:00:00,Assigned to Support,L1 Support,No
ACT000007786,PRB0000105518,2021-03-02 12:00:00,Waiting for User,L3 Support,No
ACT000007787,PRB0000105570,2021-03-31 06:00:00,Waiting for Vendor,App Team,No
ACT000007788,PRB0000105570,2021-03-31 07:00:00,Work In Progress,Network Team,No
ACT000007789,PRB0000105570,2021-03-31 22:00:00,Ticket Created,Vendor,No
ACT000007790,PRB0000105570,2021-04-01 08:00:00,Work In Progress,L1 Support,Yes
ACT000007791,CHG0000105588,2021-03-18 05:00:00,Work In Progress,L1 Support,No
ACT000007792,CHG0000105588,2021-03-19 00:00:00,Resolved,App Team,No
ACT000007793,CHG0000105588,2021-03-19 02:00:00,Resolved,L2 Support,No
ACT000007794,CHG0000105588,2021-03-19 10:00:00,Work In Progress,L1 Support,No
ACT000007795,CHG0000105588,2021-03-20 04:00:00,Assigned to Support,L1 Support,No
ACT000007796,REQ0000105807,2021-04-01 01:00:00,Waiting for User,L3 Support,No
ACT000007797,REQ0000105807,2021-04-01 17:00:00,Closed,Vendor,No
ACT000007798,REQ0000105807,2021-04-02 08:00:00,Work In Progress,Network Team,No
ACT000007799,PRB0000105818,2021-03-12 22:00:00,Ticket Created,L1 Support,Yes
ACT000007800,PRB0000105818,2021-03-13 19:00:00,Work In Progress,Network Team,No
ACT000007801,PRB0000105818,2021-03-14 14:00:00,Work In Progress,L3 Support,Yes
ACT000007802,PRB0000105818,2021-03-15 03:00:00,Waiting for User,Network Team,No
ACT000007803,CHG0000105824,2021-03-24 00:00:00,Ticket Created,App Team,No
ACT000007804,CHG0000105824,2021-03-24 19:00:00,Ticket Created,Network Team,No
ACT000007805,CHG0000105824,2021-03-25 02:00:00,Work In Progress,L3 Support,No
ACT000007806,CHG0000105824,2021-03-25 23:00:00,Ticket Created,L2 Support,No
ACT000007807,CHG0000105824,2021-03-26 18:00:00,Waiting for User,App Team,No
ACT000007808,PRB0000105902,2021-03-21 06:00:00,Waiting for User,Vendor,No
ACT000007809,PRB0000105902,2021-03-22 01:00:00,Resolved,L3 Support,No
ACT000007810,PRB0000105902,2021-03-22 03:00:00,Waiting for User,L3 Support,No
ACT000007811,PRB0000105920,2021-03-17 01:00:00,Work In Progress,L3 Support,No
ACT000007812,PRB0000105920,2021-03-17 23:00:00,Resolved,L1 Support,No
ACT000007813,PRB0000105934,2021-03-31 23:00:00,Assigned to Support,L1 Support,No
ACT000007814,PRB0000105934,2021-04-01 04:00:00,Ticket Created,App Team,No
ACT000007815,PRB0000105934,2021-04-01 09:00:00,Waiting for User,Network Team,No
ACT000007816,PRB0000105934,2021-04-01 18:00:00,Assigned to Support,L2 Support,No
ACT000007817,PRB0000105983,2021-03-14 05:00:00,Ticket Created,Vendor,No
ACT000007818,PRB0000105983,2021-03-14 09:00:00,Resolved,App Team,Yes
ACT000007819,PRB0000105983,2021-03-14 22:00:00,Ticket Created,L2 Support,No
ACT000007820,PRB0000105983,2021-03-15 21:00:00,Work In Progress,Network Team,No
ACT000007821,PRB0000106008,2021-03-31 17:00:00,Work In Progress,L3 Support,No
ACT000007822,PRB0000106008,2021-04-01 04:00:00,Waiting for Vendor,Network Team,No
ACT000007823,PRB0000106008,2021-04-01 14:00:00,Work In Progress,L3 Support,No
ACT000007824,INC0000106017,2021-03-09 07:00:00,Work In Progress,Vendor,No
ACT000007825,INC0000106017,2021-03-09 13:00:00,Waiting for Vendor,L3 Support,No
ACT000007826,INC0000106017,2021-03-09 19:00:00,Waiting for User,Network Team,No
ACT000007827,INC0000106017,2021-03-10 06:00:00,Waiting for Vendor,Vendor,No
ACT000007828,INC0000106017,2021-03-10 21:00:00,Work In Progress,L2 Support,No
ACT000007829,CHG0000106045,2021-03-13 12:00:00,Assigned to Support,Vendor,No
ACT000007830,CHG0000106045,2021-03-14 08:00:00,Work In Progress,L3 Support,No
ACT000007831,PRB0000106110,2021-04-01 07:00:00,Waiting for User,Vendor,No
ACT000007832,PRB0000106110,2021-04-02 03:00:00,Waiting for Vendor,Network Team,Yes
ACT000007833,PRB0000106110,2021-04-02 05:00:00,Waiting for User,Network Team,No
ACT000007834,REQ0000106141,2021-03-24 22:00:00,Resolved,L3 Support,No
ACT000007835,REQ0000106141,2021-03-25 21:00:00,Ticket Created,Network Team,No
ACT000007836,REQ0000106141,2021-03-26 12:00:00,Assigned to Support,L1 Support,No
ACT000007837,REQ0000106199,2021-03-16 03:00:00,Work In Progress,L1 Support,No
ACT000007838,REQ0000106199,2021-03-16 10:00:00,Work In Progress,L3 Support,No
ACT000007839,REQ0000106199,2021-03-16 16:00:00,Waiting for Vendor,Network Team,No
ACT000007840,CHG0000106203,2021-03-02 04:00:00,Assigned to Support,App Team,No
ACT000007841,CHG0000106203,2021-03-02 07:00:00,Work In Progress,L3 Support,No
ACT000007842,CHG0000106203,2021-03-02 09:00:00,Assigned to Support,L2 Support,No
ACT000007843,CHG0000106249,2021-03-30 19:00:00,Assigned to Support,L3 Support,No
ACT000007844,CHG0000106249,2021-03-31 00:00:00,Closed,L2 Support,No
ACT000007845,CHG0000106249,2021-03-31 05:00:00,Ticket Created,Vendor,Yes
ACT000007846,CHG0000106249,2021-03-31 06:00:00,Resolved,L2 Support,No
ACT000007847,REQ0000106262,2021-03-07 11:00:00,Assigned to Support,Network Team,No
ACT000007848,REQ0000106262,2021-03-08 04:00:00,Waiting for Vendor,Network Team,No
ACT000007849,REQ0000106262,2021-03-09 00:00:00,Work In Progress,Vendor,No
ACT000007850,REQ0000106262,2021-03-09 20:00:00,Waiting for User,L3 Support,No
ACT000007851,INC0000106309,2021-03-02 22:00:00,Waiting for User,L1 Support,No
ACT000007852,INC0000106309,2021-03-03 20:00:00,Assigned to Support,L2 Support,No
ACT000007853,PRB0000106318,2021-03-20 13:00:00,Waiting for User,Network Team,No
ACT000007854,PRB0000106318,2021-03-20 14:00:00,Work In Progress,Network Team,No
ACT000007855,PRB0000106333,2021-03-30 02:00:00,Work In Progress,Network Team,No
ACT000007856,PRB0000106333,2021-03-30 08:00:00,Work In Progress,L2 Support,Yes
ACT000007857,PRB0000106333,2021-03-30 21:00:00,Resolved,Network Team,No
ACT000007858,PRB0000106341,2021-03-03 23:00:00,Work In Progress,L2 Support,No
ACT000007859,PRB0000106341,2021-03-04 08:00:00,Ticket Created,L2 Support,No
ACT000007860,INC0000106347,2021-03-22 09:00:00,Ticket Created,Network Team,No
ACT000007861,INC0000106347,2021-03-23 01:00:00,Resolved,L2 Support,Yes
ACT000007862,REQ0000106369,2021-03-30 18:00:00,Work In Progress,Vendor,No
ACT000007863,REQ0000106369,2021-03-30 23:00:00,Waiting for User,App Team,No
ACT000007864,INC0000106377,2021-03-24 19:00:00,Work In Progress,Network Team,No
ACT000007865,INC0000106377,2021-03-25 12:00:00,Assigned to Support,App Team,Yes
ACT000007866,INC0000106435,2021-03-25 20:00:00,Closed,L1 Support,No
ACT000007867,INC0000106435,2021-03-26 18:00:00,Ticket Created,L3 Support,No
ACT000007868,INC0000106435,2021-03-27 02:00:00,Resolved,L3 Support,No
ACT000007869,INC0000106435,2021-03-27 03:00:00,Waiting for User,Network Team,No
ACT000007870,PRB0000106449,2021-03-30 23:00:00,Waiting for Vendor,Network Team,No
ACT000007871,PRB0000106449,2021-03-31 19:00:00,Assigned to Support,Vendor,No
ACT000007872,PRB0000106449,2021-03-31 21:00:00,Waiting for User,L3 Support,No
ACT000007873,PRB0000106459,2021-03-16 18:00:00,Ticket Created,Vendor,No
ACT000007874,PRB0000106459,2021-03-17 06:00:00,Waiting for User,L3 Support,No
ACT000007875,PRB0000106459,2021-03-17 10:00:00,Waiting for User,Vendor,No
ACT000007876,PRB0000106459,2021-03-18 06:00:00,Waiting for User,L1 Support,No
ACT000007877,PRB0000106459,2021-03-18 21:00:00,Work In Progress,Network Team,No
ACT000007878,INC0000106469,2021-03-10 08:00:00,Waiting for Vendor,Vendor,No
ACT000007879,INC0000106469,2021-03-11 03:00:00,Resolved,Network Team,No
ACT000007880,INC0000106469,2021-03-11 10:00:00,Waiting for User,Network Team,No
ACT000007881,INC0000106469,2021-03-11 19:00:00,Waiting for User,L1 Support,Yes
ACT000007882,CHG0000106482,2021-03-29 23:00:00,Work In Progress,L2 Support,No
ACT000007883,CHG0000106482,2021-03-30 10:00:00,Waiting for User,L2 Support,No
ACT000007884,CHG0000106482,2021-03-31 02:00:00,Ticket Created,L2 Support,No
ACT000007885,CHG0000106542,2021-03-19 15:00:00,Waiting for User,L2 Support,No
ACT000007886,CHG0000106542,2021-03-20 13:00:00,Work In Progress,L2 Support,No
ACT000007887,CHG0000106542,2021-03-20 19:00:00,Work In Progress,App Team,No
ACT000007888,INC0000106581,2021-03-04 12:00:00,Waiting for Vendor,App Team,Yes
ACT000007889,INC0000106581,2021-03-04 14:00:00,Waiting for Vendor,Vendor,No
ACT000007890,PRB0000106582,2021-03-20 04:00:00,Ticket Created,L3 Support,No
ACT000007891,PRB0000106582,2021-03-20 07:00:00,Resolved,L3 Support,No
ACT000007892,INC0000106611,2021-03-17 04:00:00,Resolved,L2 Support,Yes
ACT000007893,INC0000106611,2021-03-17 13:00:00,Waiting for User,Vendor,No
ACT000007894,INC0000106611,2021-03-18 07:00:00,Work In Progress,L3 Support,No
ACT000007895,INC0000106611,2021-03-19 04:00:00,Ticket Created,Vendor,No
ACT000007896,REQ0000106685,2021-03-30 12:00:00,Resolved,L2 Support,No
ACT000007897,REQ0000106685,2021-03-30 19:00:00,Assigned to Support,Network Team,No
ACT000007898,REQ0000106685,2021-03-31 04:00:00,Work In Progress,Vendor,No
ACT000007899,PRB0000106693,2021-03-10 19:00:00,Ticket Created,Network Team,No
ACT000007900,PRB0000106693,2021-03-11 17:00:00,Work In Progress,App Team,No
ACT000007901,PRB0000106699,2021-03-16 12:00:00,Ticket Created,L3 Support,Yes
ACT000007902,PRB0000106699,2021-03-16 20:00:00,Work In Progress,Vendor,No
ACT000007903,PRB0000106699,2021-03-17 13:00:00,Resolved,App Team,Yes
ACT000007904,PRB0000106699,2021-03-18 03:00:00,Ticket Created,Vendor,No
ACT000007905,CHG0000106716,2021-03-30 14:00:00,Assigned to Support,Vendor,No
ACT000007906,CHG0000106716,2021-03-31 03:00:00,Work In Progress,L3 Support,No
ACT000007907,CHG0000106716,2021-03-31 19:00:00,Ticket Created,App Team,No
ACT000007908,CHG0000106716,2021-04-01 15:00:00,Work In Progress,L2 Support,No
ACT000007909,CHG0000106718,2021-03-29 07:00:00,Waiting for Vendor,Vendor,No
ACT000007910,CHG0000106718,2021-03-29 13:00:00,Waiting for Vendor,Network Team,No
ACT000007911,CHG0000106718,2021-03-30 02:00:00,Work In Progress,L3 Support,No
ACT000007912,CHG0000106718,2021-03-30 20:00:00,Work In Progress,Network Team,No
ACT000007913,CHG0000106718,2021-03-30 23:00:00,Waiting for Vendor,L1 Support,No
ACT000007914,PRB0000106759,2021-03-25 16:00:00,Waiting for Vendor,L2 Support,No
ACT000007915,PRB0000106759,2021-03-26 09:00:00,Work In Progress,L3 Support,No
ACT000007916,PRB0000106759,2021-03-26 18:00:00,Assigned to Support,L1 Support,No
ACT000007917,REQ0000106764,2021-03-17 13:00:00,Waiting for User,L3 Support,No
ACT000007918,REQ0000106764,2021-03-18 12:00:00,Reopened,Vendor,No
ACT000007919,REQ0000106764,2021-03-19 08:00:00,Work In Progress,L3 Support,No
ACT000007920,REQ0000106816,2021-03-16 07:00:00,Assigned to Support,App Team,No
ACT000007921,REQ0000106816,2021-03-16 23:00:00,Ticket Created,Vendor,No
ACT000007922,REQ0000106816,2021-03-17 08:00:00,Waiting for User,L2 Support,No
ACT000007923,REQ0000106816,2021-03-17 17:00:00,Waiting for User,Network Team,No
ACT000007924,REQ0000106816,2021-03-18 05:00:00,Ticket Created,Network Team,No
ACT000007925,PRB0000106842,2021-03-23 14:00:00,Work In Progress,Vendor,No
ACT000007926,PRB0000106842,2021-03-23 18:00:00,Resolved,L1 Support,No
ACT000007927,PRB0000106842,2021-03-24 16:00:00,Assigned to Support,L1 Support,No
ACT000007928,PRB0000106842,2021-03-25 06:00:00,Assigned to Support,L1 Support,No
ACT000007929,PRB0000106842,2021-03-26 00:00:00,Closed,Network Team,No
ACT000007930,PRB0000106846,2021-03-02 08:00:00,Waiting for User,Network Team,No
ACT000007931,PRB0000106846,2021-03-03 05:00:00,Work In Progress,Network Team,No
ACT000007932,PRB0000106846,2021-03-03 11:00:00,Waiting for User,L3 Support,No
ACT000007933,PRB0000106846,2021-03-03 14:00:00,Waiting for Vendor,L1 Support,No
ACT000007934,REQ0000106864,2021-03-18 12:00:00,Ticket Created,L1 Support,No
ACT000007935,REQ0000106864,2021-03-18 15:00:00,Work In Progress,L2 Support,No
ACT000007936,REQ0000106864,2021-03-18 20:00:00,Ticket Created,Vendor,No
ACT000007937,INC0000106888,2021-03-21 08:00:00,Waiting for User,Network Team,No
ACT000007938,INC0000106888,2021-03-21 22:00:00,Closed,Network Team,No
ACT000007939,INC0000106888,2021-03-22 19:00:00,Resolved,Vendor,No
ACT000007940,CHG0000106903,2021-03-23 06:00:00,Assigned to Support,L2 Support,No
ACT000007941,CHG0000106903,2021-03-23 13:00:00,Work In Progress,App Team,No
ACT000007942,CHG0000106903,2021-03-23 20:00:00,Assigned to Support,App Team,Yes
ACT000007943,CHG0000106903,2021-03-24 01:00:00,Assigned to Support,Vendor,Yes
ACT000007944,REQ0000106904,2021-03-27 11:00:00,Resolved,L1 Support,No
ACT000007945,REQ0000106904,2021-03-27 22:00:00,Closed,L2 Support,No
ACT000007946,REQ0000106904,2021-03-28 05:00:00,Ticket Created,Vendor,No
ACT000007947,REQ0000106904,2021-03-28 22:00:00,Work In Progress,Vendor,No
ACT000007948,PRB0000106930,2021-03-06 10:00:00,Waiting for Vendor,L3 Support,No
ACT000007949,PRB0000106930,2021-03-06 15:00:00,Reopened,L3 Support,No
ACT000007950,PRB0000106930,2021-03-06 17:00:00,Work In Progress,Vendor,No
ACT000007951,PRB0000106934,2021-03-10 14:00:00,Ticket Created,L3 Support,No
ACT000007952,PRB0000106934,2021-03-10 23:00:00,Assigned to Support,Network Team,No
ACT000007953,PRB0000106972,2021-03-10 13:00:00,Waiting for User,Vendor,No
ACT000007954,PRB0000106972,2021-03-11 11:00:00,Work In Progress,L3 Support,No
ACT000007955,PRB0000106972,2021-03-12 04:00:00,Assigned to Support,L1 Support,No
ACT000007956,REQ0000106999,2021-03-11 10:00:00,Work In Progress,L3 Support,No
ACT000007957,REQ0000106999,2021-03-12 05:00:00,Assigned to Support,L2 Support,No
ACT000007958,REQ0000107104,2021-03-06 03:00:00,Work In Progress,App Team,No
ACT000007959,REQ0000107104,2021-03-06 05:00:00,Ticket Created,Network Team,No
ACT000007960,REQ0000107104,2021-03-06 22:00:00,Closed,Vendor,No
ACT000007961,REQ0000107104,2021-03-07 19:00:00,Waiting for Vendor,Vendor,No
ACT000007962,INC0000107184,2021-03-16 20:00:00,Ticket Created,Vendor,No
ACT000007963,INC0000107184,2021-03-17 07:00:00,Ticket Created,App Team,No
ACT000007964,INC0000107184,2021-03-18 02:00:00,Assigned to Support,L2 Support,No
ACT000007965,REQ0000107219,2021-03-17 08:00:00,Work In Progress,L3 Support,No
ACT000007966,REQ0000107219,2021-03-18 04:00:00,Waiting for Vendor,L1 Support,No
ACT000007967,REQ0000107219,2021-03-18 07:00:00,Work In Progress,L3 Support,No
ACT000007968,REQ0000107219,2021-03-18 22:00:00,Closed,Network Team,No
ACT000007969,REQ0000107317,2021-03-03 22:00:00,Waiting for User,L2 Support,No
ACT000007970,REQ0000107317,2021-03-04 17:00:00,Waiting for Vendor,L3 Support,No
ACT000007971,REQ0000107317,2021-03-04 20:00:00,Ticket Created,L1 Support,No
ACT000007972,REQ0000107317,2021-03-05 16:00:00,Assigned to Support,L3 Support,No
ACT000007973,INC0000107331,2021-03-27 11:00:00,Reopened,App Team,No
ACT000007974,INC0000107331,2021-03-27 17:00:00,Work In Progress,Vendor,Yes
ACT000007975,INC0000107331,2021-03-28 07:00:00,Work In Progress,App Team,No
ACT000007976,INC0000107331,2021-03-29 03:00:00,Assigned to Support,App Team,No
ACT000007977,PRB0000107636,2021-03-05 02:00:00,Waiting for User,Network Team,No
ACT000007978,PRB0000107636,2021-03-05 05:00:00,Assigned to Support,L1 Support,No
ACT000007979,PRB0000107636,2021-03-05 06:00:00,Assigned to Support,Vendor,No
ACT000007980,PRB0000107636,2021-03-06 04:00:00,Assigned to Support,Vendor,No
ACT000007981,PRB0000107636,2021-03-07 01:00:00,Assigned to Support,Vendor,No
ACT000007982,CHG0000107670,2021-03-23 11:00:00,Waiting for User,App Team,No
ACT000007983,CHG0000107670,2021-03-24 07:00:00,Waiting for User,L1 Support,No
